nome,categoria,cidade,morada,telefone,rating,avaliacoes,tem_website,website_url
Laços Dourados - Pão Quente e Cafetaria Lda,Pastelaria,Valongo,"R. Gonçalo Velho 110, 4440-658 Valongo, Portugal",22 421 0769,4.3,264,nao,
Confeitaria Padaria Santa Justa,Pastelaria,Valongo,"Av. 5 de Outubro 411, 4440-452 Valongo, Portugal",22 422 4899,4.4,421,nao,
Café Costa,Pastelaria,Valongo,"Praça Machado dos Santos 149, 4440-452 Valongo, Portugal",22 422 0123,4.3,1061,nao,
Já Fumega 5,Pastelaria,Valongo,"R. Fonseca Dias 581, 4440-652 Valongo, Portugal",22 422 2829,4.4,1462,nao,
"Café ""O Recreio""",Pastelaria,Porto,"R. São Roque da Lameira 480, 4350-228 Porto, Portugal",22 245 4974,4.3,82,nao,
Delícias da Estação,Pastelaria,Porto,"Rua de Sarmento de Beires, 4250-448 Porto, Portugal",22 832 0354,4.2,99,nao,
Confeitaria Trigueira de S. Roque,Pastelaria,Porto,"Estr. da Circunvalação 784, 4435-438 Porto, Portugal",22 489 4374,4.3,179,nao,
Pão-Quente Pastel II,Pastelaria,Porto,"R. de Vale Formoso 97, 4200-511 Porto, Portugal",22 409 4947,4.5,243,nao,
Confeitaria A Nova Luso,Pastelaria,Porto,"R. de Augusto Luso 143, 4050-072 Porto, Portugal",22 606 7254,4.4,244,nao,
Pastelaria Cana Doce,Pastelaria,Porto,"R. da Boavista 688, 4050-104 Porto, Portugal",,4.4,249,nao,
Pastelaria Confeitaria Presidente,Pastelaria,Porto,"R. São Roque da Lameira 1296, 4350-304 Porto, Portugal",22 536 1985,4.4,526,nao,
Oporto Confeitaria,Pastelaria,Porto,"Rua da Alegria 2112, 4200-211 Porto, Portugal",22 502 0666,4.6,2297,nao,
Doce Caseiro - Rua 33,Pastelaria,Espinho,"R. 33 904, 4500-314 Espinho, Portugal",934 816 702,4.3,11,nao,
Doce Caseiro - Rua 19 (Baviera),Pastelaria,Espinho,"R. 19 416, 4500-249 Espinho, Portugal",22 111 3838,4.1,19,nao,
Pardela Padaria e Pastelaria,Pastelaria,Espinho,"R. 31 471, 4500-148 Espinho, Portugal",22 732 0065,4.7,48,nao,
Crescente Padaria Artesanal,Pastelaria,Porto,"R. Central 1006, 4505-254, Portugal",911 593 247,4.9,57,nao,
Cantinho Doce,Pastelaria,Espinho,"R. 19 1066, 4500-251 Espinho, Portugal",22 322 3807,4.6,61,nao,
Estrutura do Sabor,Pastelaria,Espinho,"R. das Fábricas Sul 20, 4500-462 Espinho, Portugal",22 406 0895,4.1,72,nao,
Almonte,Pastelaria,Espinho,"R. 14 969, 4500-217 Espinho, Portugal",22 734 5225,4.2,89,nao,
CAKE SPOT by Silva,Pastelaria,Espinho,"R. Terras de Santa Maria 901, 3700-394 Arrifana, Portugal",256 858 128,4.7,122,nao,
"Padaria/Pastelaria ""Pica Pão"" (Jogos Santa casa)",Pastelaria,Espinho,"Av. Central Norte 276, 4500-501 Espinho, Portugal",22 080 2276,4.2,151,nao,
Athena 2,Pastelaria,Porto,"R. Divisão 28, 4500-044 São Félix da M.nha, Portugal",22 405 2973,4.2,181,nao,
Confeitaria Padaria A Delícia,Pastelaria,Espinho,"R. 23 774, 4500-279 Espinho, Portugal",22 731 1109,4.3,188,nao,
Dona Rosa Brunch & Lounge,Pastelaria,Espinho,"R. 14 803, 4500-288 Espinho, Portugal",22 094 1427,4.3,221,nao,
Espigueiro,Pastelaria,Espinho,"R. do Souto, 4500-096 Espinho, Portugal",22 098 1828,4.5,286,nao,
Perles De Chocolat,Pastelaria,Espinho,"R. 23 318, 4500-142 Espinho, Portugal",965 740 528,4.7,335,nao,
Confeitaria Pá Velha,Pastelaria,Espinho,"R. 23 373, 4500-191 Espinho, Portugal",22 733 0620,4.4,436,nao,
Cafetaria Ponto Chic,Pastelaria,Espinho,"R. 19, 4500-370 Espinho, Portugal",22 731 1409,3.7,443,nao,
Forno de Espinho,Pastelaria,Espinho,"R. 19 1278, 4500-251 Anta, Portugal",22 734 5338,4.4,548,nao,
Escritório de Advogados,Advocacia,Porto,"Rua de Júlio Dinis 825 2º Esq, 4050-327 Porto, Portugal",,,0,nao,
Pedro Oliveira Silva - Solicitador | Agente Execução,Advocacia,Vila Nova de Gaia,"R. 28 de Janeiro 350, 4400-335 Vila Nova de Gaia, Portugal",22 495 0285,5,2,nao,
Pedro Filipe Silva - Nacionalidade Portuguesa,Advocacia,Porto,"Av. da França 256 Bloco C, Loja 14, 4050-276 Porto, Portugal",912 964 936,4.5,39,nao,
Alzira Baptista - Escritório de Advogados,Advocacia,Porto,"Rua de Júlio Dinis 728 6º Esq. Sala 619, 4050-012 Porto, Portugal",966 061 609,4.9,43,nao,
Pedro Oliveira Silva - Solicitador | Agente Execução,Advocacia,Vila Nova de Gaia,"R. 28 de Janeiro 350, 4400-335 Vila Nova de Gaia, Portugal",22 495 0285,5,2,nao,
"Cristina Sousa & Carlos Assunção - sociedade de advogados, SP - RI",Advocacia,Vila Nova de Gaia,"Av. da República nº 1326 7º andar, sala 73, 4430-192 Vila Nova de Gaia, Portugal",22 375 5903,5,2,nao,
Solicitador Jorge Figueiredo,Advocacia,Vila Nova de Gaia,"Av. da República 740 3 º, Sala 31, 4430-190 Vila Nova de Gaia, Portugal",967 031 007,5,3,nao,
Américo H.C.Soares Solicitador,Advocacia,Vila Nova de Gaia,"R. 14 Outubro 470, 4430-047 Vila Nova de Gaia, Portugal",960 008 130,5,7,nao,
Pedro Pedrosa Solicitador,Advocacia,Vila Nova de Gaia,"Av. António Coelho Moreira 1013, 4405-528 Valadares, Portugal",919 276 725,4.8,11,nao,
Diana Devezas - Advocacia & Consultoria Jurídica,Advocacia,Vila Nova de Gaia,"Av. da República 1277 sala 1, 4430-204 Vila Nova de Gaia, Portugal",914 339 273,5,15,nao,
Plataforma legal de Vila Nova de Gaia,Advocacia,Vila Nova de Gaia,"Av. da República 885 3º esquerdo posterior, 4430-257 Vila Nova de Gaia, Portugal",917 458 134,4.2,22,nao,
Monteiro Ferreira - Advogados,Advocacia,Vila Nova de Gaia,"R. Pádua Correia 379 4º Esq. Frt, 4400-238 Vila Nova de Gaia, Portugal",925 963 115,5,27,nao,
Filipa Costa e Silva Advogada,Advocacia,Vila Nova de Gaia,"R. Espinho 579, 4410-182 Vila Nova de Gaia, Portugal",910 744 940,4.9,77,nao,
Jorge Moreira - Advogado,Advocacia,Matosinhos,"Av. da República 885 2º Sala C16, 4450-243 Matosinhos, Portugal",22 935 1943,,0,nao,
Escritório Dra. Anabela Meireles- Advogados,Advocacia,Matosinhos,"Rua de Alfredo Cunha 412 piso 1, sala 2, 4450-021 Matosinhos, Portugal",915 677 385,5,1,nao,
JAC - Escritório de Advogados,Advocacia,Matosinhos,"R. Silva Pinheiro, nr.º 11, 3.º, Sala 13, 4450-284 Matosinhos, Portugal",960 332 517,5,1,nao,
DANIEL MIRANDA | Advogados,Advocacia,Matosinhos,"Rua de Brito Capelo 807, 4450-068 Matosinhos, Portugal",931 176 622,5,1,nao,
Manuela Florindo - Advogada,Advocacia,Matosinhos,"R. Silva Pinheiro n.º 11 1º Sala 2, 4450-284 Matosinhos, Portugal",22 951 8024,5,1,nao,
Sérgio Coelho - Advogados,Advocacia,Matosinhos,"AV DOM AFONSO HENRIQUES 528, 1.º, sala A, 4450-009 Matosinhos, Portugal",22 937 9094,5,2,nao,
Joana Coutinho - Advogada,Advocacia,Matosinhos,"R. Conde Alto Mearim n.º 1133 6º Andar, Sala 62, 4450-036 Matosinhos, Portugal",22 320 3929,5,2,nao,
Balcão Único do Solicitador Matosinhos,Advocacia,Matosinhos,"Av. da República 679 sala 62, 4450-005 Matosinhos, Portugal",966 228 347,3.7,3,nao,
"Cardoso, Cantanhede e Associados Sociedade de Solicitadores e Agentes de Execução RL SP",Advocacia,Matosinhos,"R. Silva Pinheiro 11, 4450-031 Matosinhos, Portugal",22 939 7240,4.7,3,nao,
Eunice Resende Marcos - Advogados,Advocacia,Matosinhos,"5ºandar sala 51 1133, R. Conde Alto Mearim, 4450-036 Matosinhos, Portugal",914 760 484,5,7,nao,
Advogada Carolina Gonçalves Oliveira,Advocacia,Matosinhos,"Av. da República 885 1º Andar, Sala B13, 4450-243 Matosinhos, Portugal",,4.4,13,nao,
CMR - Escritório de Advogados,Advocacia,Matosinhos,"R. Ló Ferreira 253 1.º Frente, 4450-177 Matosinhos, Portugal",22 938 7615,5,16,nao,
Rita Pinto Ribeiro - Advogada,Advocacia,Matosinhos,"R. Dom Nuno Álvares Pereira 10 1º Frente, 4450-212 Matosinhos, Portugal",914 387 596,5,50,nao,
Catarina Carvalho Gomes - Advogada | Fully Qualified Lawyer,Advocacia,Matosinhos,"R. Dom Nuno Álvares Pereira 10 1º Frente, 4450-212 Matosinhos, Portugal",913 299 116,5,72,nao,
Solicitador Gomes Pereira,Advocacia,Matosinhos,"R. de Recarei 100, 4465-725 Leça do Balio, Portugal",933 661 160,4.6,117,nao,
"FC- Ferreira de Cima & Paula Rebelo - Sociedade de Advogados, SP, RL",Advocacia,Maia,"Tv. Eng. Duarte Pacheco, 4470-174 Maia, Portugal",916 180 996,,0,nao,
Florina Alves Ribeiro - Solicitadora e Agente de Execução,Advocacia,Maia,"R. Dr. Carlos Pires Felgueiras nº 218 2º, sala 6, 4470-157 Maia, Portugal",966 489 744,,0,nao,
Cerejeira Leitão - Advogado,Advocacia,Maia,"Rua Simão Bolívar, n.º 239, 4.º Andar - sala 03, R. Simão Bolívar 239, 4470-214 Maia, Portugal",22 949 0490,5,1,nao,
Orlando Rebelo - escritório de Advogados - Maia,Advocacia,Maia,"038 Estrada Nacional 13, n.° 132, sala 111, Via Norte Trade Center, 4470-177 Maia, Portugal",22 948 8322,4.4,5,nao,
Daniela Vieira - Advogada (Maia),Advocacia,Maia,"Av. Visc. de Barreiros 71, 4 º andar, sala R, 4470-151 Maia, Portugal",916 850 221,5,15,nao,
Daniel Moreira Advogado,Advocacia,Maia,"R. do Viso n.º 30 3º Andar, sala 6, 4470-220 Maia, Portugal",916 611 670,5,17,nao,
Alice Correia - Solicitadores & Agentes de Execução,Advocacia,Maia,"R. Dr. Carlos Pires Felgueiras 103 2.º sala 4, 4470-157 Maia, Portugal",22 319 1794,5,21,nao,
Advogados Delfim Maia,Advocacia,Vila do Conde,"Av. Dr. Artur da Cunha Araújo 317, 4480-656 Vila do Conde, Portugal",252 640 720,4.6,33,nao,
"A. Marques, S. Martins & Associados - Sociedade de Solicitadoria RL",Advocacia,Valongo,"Estr. Dom Miguel 1285, 4420-115 S. Cosme, Portugal",22 092 5010,5,1,nao,
PCR Advogadas,Advocacia,Gondomar,"R. 25 de Abril 4 andar sala AU, 4420-356 Gondomar, Portugal",22 014 7883,5,2,nao,
Claudia Luciano -Solicitadora,Advocacia,Gondomar,"R. 25 de Abril 356 Loja 213, 4420-356 Gondomar, Portugal",936 296 644,5,2,nao,
André Pisco,Advocacia,Gondomar,"R. 25 de Abril 361, 4420-169 Gondomar, Portugal",22 466 3800,4.6,5,nao,
Paula Santos Solicitadora,Advocacia,Valongo,"R. Agostinho Fernando Oliveira Guedes 34 loja 304, 4420-009 S. Cosme, Portugal",916 146 979,5,8,nao,
Ana Sousa Advogados,Advocacia,Gondomar,"Tv. Prof. Camilo Oliveira 50, 4420-358 Gondomar, Portugal",917 981 068,4.7,10,nao,
Nicolau Vieira - Solicitador e Agente de Execução,Advocacia,Gondomar,"R. Prof. Bismark 128, 4420-283 Gondomar, Portugal",22 203 9336,5,12,nao,
"ORLANDO SOUSA & ASSOCIADOS, S.P., R.L.",Advocacia,Gondomar,"Tv. da Liberdade 130 4420, 4420 Gondomar, Portugal",22 208 2764,4.6,14,nao,
Filipa Loureiro - Advogada,Advocacia,Gondomar,"R. Dom João de Castro 766 sala S, 4510-584 Fânzeres, Portugal",22 968 7184,4.5,23,nao,
Susana Mourão Advogada,Advocacia,Gondomar,"R. 25 de Abril 361 2º Sala 205, 4420-356 Gondomar, Portugal",22 467 2030,5,37,nao,
"Azevedo, Lima & Jorge | Advogados",Advocacia,Valongo,"R. Dr. João Alves do Vale n.º 78 Loja G, 4440-644 Valongo, Portugal",935 274 553,,0,nao,
Solicitadora - Liliana Teixeira,Advocacia,Valongo,"Av. 25 de Abril 261, 4440-502 Valongo, Portugal",917 164 175,5,1,nao,
Ana Paula Borges - Advogados,Advocacia,Valongo,"Rotunda Primeiro de Maio 160 2° S.15, 4440-519 Valongo, Portugal",22 422 6077,3,2,nao,
Diana Jorge Moreira,Advocacia,Valongo,"Av. 5 de Outubro 73 2.º Esq, 4440-508 Valongo, Portugal",22 421 9070,4.3,4,nao,
Rita Monteiro,Advocacia,Valongo,"R. São João do Sobrado 601, 4440-339 Sobrado, Portugal",912 942 250,5,7,nao,
Tânia Moreira Silva - Solicitadora,Advocacia,Valongo,"R. Conde Ferreira 143 1º Dto. Frente, 4440-544 Valongo, Portugal",938 132 338,5,11,nao,
Escritório de Advogados,Advocacia,Porto,"Rua de Júlio Dinis 825 2º Esq, 4050-327 Porto, Portugal",,,0,nao,
Balcão Único do Solicitador de Alexandra Gomes & Ass.,Advocacia,Porto,"PC GEN Humberto Delgado 267 3º Andar, Sala 3, 4000-047 Porto, Portugal",21 134 8961,5,1,nao,
"Joana Branco de Magalhaes - Solicitadora, Agente de Execução",Advocacia,Porto,"R. de Ceuta 118 1.º sala 7, 4050-190 Porto, Portugal",22 339 3310,5,1,nao,
Solicitador Jorge Figueiredo,Advocacia,Vila Nova de Gaia,"Av. da República 740 3 º, Sala 31, 4430-190 Vila Nova de Gaia, Portugal",967 031 007,5,3,nao,
Escritório de advocacia,Advocacia,Porto,"Rua da Saudade, 59, 4.º S/48, 4050-570 Porto, Portugal",965 099 013,5,6,nao,
MGA Consultoria,Advocacia,Porto,"Av. de Fernão de Magalhães 1967, 4350-171 Porto, Portugal",929 291 454,5,6,nao,
Rui Silva Solicitador,Advocacia,Porto,"Av. do Conselho da Europa 55, 4250-543 Porto, Portugal",915 085 866,4.8,11,nao,
Nicolau Vieira - Solicitador e Agente de Execução,Advocacia,Gondomar,"R. Prof. Bismark 128, 4420-283 Gondomar, Portugal",22 203 9336,5,12,nao,
"ORLANDO SOUSA & ASSOCIADOS, S.P., R.L.",Advocacia,Gondomar,"Tv. da Liberdade 130 4420, 4420 Gondomar, Portugal",22 208 2764,4.6,14,nao,
ADVOGADOS - CCP Sociedade Advogados,Advocacia,Porto,"| Matosinhos | Porto | Portugal, Avenida Conde 6065 1º direito frente, 4465-098 São Mamede de Infesta, Portugal",22 906 6070,4.3,18,nao,
Pedro Filipe Silva - Nacionalidade Portuguesa,Advocacia,Porto,"Av. da França 256 Bloco C, Loja 14, 4050-276 Porto, Portugal",912 964 936,4.5,39,nao,
Alzira Baptista - Escritório de Advogados,Advocacia,Porto,"Rua de Júlio Dinis 728 6º Esq. Sala 619, 4050-012 Porto, Portugal",966 061 609,4.9,43,nao,
Solicitador Gomes Pereira,Advocacia,Matosinhos,"R. de Recarei 100, 4465-725 Leça do Balio, Portugal",933 661 160,4.6,117,nao,
ADV Advogados Associados,Advocacia,Espinho,"R. 19 n.º 339 1.º andar, 4501-901 Espinho, Portugal",22 745 4685,,0,nao,
Escritório de Advocacia Gilson Dias,Advocacia,Espinho,"R. 62 nº 8 1º B, 4500-370 Espinho, Portugal",918 525 886,,0,nao,
"Carneiro & Cunha, Advogados, R.L.",Advocacia,Espinho,"Rua 23, n.° 174, R. 23, 1.° Sala L, 4500-142 Espinho, Portugal",,,0,nao,
"Ana Luísa Freitas, Advogada",Advocacia,Espinho,"R. 32 598, 4500-308 Espinho, Portugal",919 040 846,,0,nao,
SAM GABINETE JURIDICO,Advocacia,Espinho,"R. 25 672, 4500-279 Espinho, Portugal",22 732 5386,,0,nao,
Ana Olga Abelha,Advocacia,Espinho,"R. 19 178, 4500-255 Espinho, Portugal",962 903 963,5,1,nao,
Joana Morgado Martins- Advogada,Advocacia,Espinho,"R. 62 36, 4500-363 Espinho, Portugal",915 496 906,5,11,nao,
Filipa Costa e Silva Advogada,Advocacia,Vila Nova de Gaia,"R. Espinho 579, 4410-182 Vila Nova de Gaia, Portugal",910 744 940,4.9,77,nao,
Condado Fidalgo Limpezas,Limpeza,Espinho,"R. Comendador Sá Couto, 4520-192 Santa Maria da Feira, Portugal",913 851 550,,0,nao,
Clean Shine- Limpeza que brilha,Limpeza,Porto,"R. António de Sousa e Silva 109, 4200-156 Porto, Portugal",916 284 045,5,1,nao,
Quintessência by Glória Costa - Estética Avançada & Bem-Estar,Limpeza,Porto,"Rua de Júlio Dinis 728, 4050-012 Porto, Portugal",939 272 694,5,2,nao,
SELF CARE - BEAUTY CLINIC ADVANCED,Limpeza,Porto,"R. de Pedro Hispano 956, 4250-364 Porto, Portugal",911 918 777,5,45,nao,
Centro de Lavagem Girassol Porto,Limpeza,Porto,"R. Padre Diamantino Gomes, 4250-000 Porto, Portugal",934 682 515,4.4,904,nao,
Prowash Limpeza Profissional,Limpeza,Vila Nova de Gaia,"R. do Marquês de Sá da Bandeira 331, 4430-999 Vila Nova de Gaia, Portugal",918 286 849,5,1,nao,
Beklean - Serviços Limpeza Profissional,Limpeza,Vila Nova de Gaia,"R. do Agueiro 280, 4430-999 Vila Nova de Gaia, Portugal",22 243 7802,4,1,nao,
BELALIMPEZAS. GERALCLEANLIMPABELA,Limpeza,Vila Nova de Gaia,"R. Dom António Ferreira Gomes 273 loja n4, 4400-112 Vila Nova de Gaia, Portugal",936 957 663,1,2,nao,
Reilimpa Limpezas e Serviços S.A.,Limpeza,Vila Nova de Gaia,"R. Emigrante 225, 4410-269 Canelas, Portugal",22 753 3198,5,2,nao,
Higieniza EstofadosPT,Limpeza,Vila Nova de Gaia,"R. Diogo Macedo 51, 4430-999 Vila Nova de Gaia, Portugal",931 975 159,5,2,nao,
Limpeza Divinal,Limpeza,Vila Nova de Gaia,"R. da Barreira 138, 4405-843 Vila Nova de Gaia, Portugal",913 393 900,5,4,nao,
L&A - Limpezas,Limpeza,Vila Nova de Gaia,"R. São Tomé e Príncipe 267, 4430-228 Vila Nova de Gaia, Portugal",938 421 503,5,22,nao,
Raios de Sol - Lavandaria Self-Service e Engomadoria,Limpeza,Vila Nova de Gaia,"R. Sr. de Matosinhos 893, 4400 Vila Nova de Gaia, Portugal",936 367 522,4.4,44,nao,
Time to Wash - Lavandaria Self-Service,Limpeza,Vila Nova de Gaia,"Rua de Raimundo de Carvalho 1009, 4430-186 Vila Nova de Gaia, Portugal",936 401 995,3.9,75,nao,
JGL Limpeza personalizada,Limpeza,Matosinhos,"Rua Carlos Alberto Morais, 122B 7 D Nasc, 4450-349 Matosinhos, Portugal",911 866 439,,0,nao,
"Fernando Monteiro - Serviços De Limpeza, Unipessoal Lda.",Limpeza,Matosinhos,"EDIFÍCIO ÁLVARO CASTELÕES, R. Álvaro Castelões 821, 4450-043 Matosinhos, Portugal",963 029 183,,0,nao,
jeane&sousalimpezaslda,Limpeza,Matosinhos,"R. António Sérgio 746, 4460-679 Matosinhos, Portugal",918 993 875,5,1,nao,
"Os Guardiões - Prestação De Serviços De Recepção, Portaria, Jardinagem E Limpeza, Lda.",Limpeza,Matosinhos,"R. França Júnior 120, 4450-266 Matosinhos, Portugal",22 996 7249,3,1,nao,
RODRIGUES & CARREIRO LDA,Limpeza,Matosinhos,"R. Seara 535, 4450 Matosinhos, Portugal",,5,3,nao,
Broomtec - Global Cleaning Solutins Lda,Limpeza,Matosinhos,"Av. Menéres 760, 4450-192 Matosinhos, Portugal",22 316 2739,4.2,5,nao,
Lavandaria Jasmim,Limpeza,Matosinhos,"Av. Menéres 528, 4450-189 Matosinhos, Portugal",936 831 871,4.9,7,nao,
Clean Blue Portugal,Limpeza,Maia,"R. de Manuel José dos Santos Leite 233, 4470-795 Maia, Portugal",917 675 368,,0,nao,
Foca Car Cleaner,Limpeza,Maia,"Rua central de carvalhido 442, 4470-584 Maia, Portugal",22 948 7156,5,1,nao,
RT Limpezas,Limpeza,Maia,"R. de Trás 364, 4475-500 Maia, Portugal",,5,1,nao,
Lavandaria do Chantre,Limpeza,Maia,"R. Caleiras 61, 4470-156 Maia, Portugal",22 941 2800,5,1,nao,
Engomadoria Vapor D'Ouro,Limpeza,Maia,"Centro comercial Venepor, R. Simão Bolívar 1° Piso Loja 49, 4470-202 Maia, Portugal",912 690 897,5,8,nao,
Bloomest,Limpeza,Maia,"Praceta Dom João Iv 15, 4470-308 Maia, Portugal",911 722 238,4.8,12,nao,
Esp - Limpezas Profissionais Unip. Lda,Limpeza,Gondomar,"R. Dr. Américo Carvalho 127, 4510-554 Fânzeres, Portugal",965 368 656,,0,nao,
Girosec,Limpeza,Gondomar,"R. 25 de Abril 97, 4420-356 Gondomar, Portugal",22 463 1874,,0,nao,
"Brigada De Charme - Actividades De Limpeza Industrial, Unipessoal Lda.",Limpeza,Gondomar,"R. Vale do Chão 70, 4420-609 Gondomar, Portugal",22 712 8663,,0,nao,
Limpa tudo- professional service,Limpeza,Gondomar,"Tv. 5 de Outubro nrº17, 4510-166 São Pedro da Cova, Portugal",927 042 722,4.3,6,nao,
Bolha de Sabão - Lavandaria Self Service e Engomadoria,Limpeza,Valongo,"R. Combatentes Grande Guerra 129, 4420-091 S. Cosme, Portugal",910 900 530,4.6,8,nao,
Engomadoria São Pedro,Limpeza,Gondomar,"R. Eduardo Castro Gandra, 4510-260 São Pedro da Cova, Portugal",22 464 0228,4.3,14,nao,
A Clinica Da Roupa,Limpeza,Gondomar,"Tv. Carregal 14, 4420-062 Gondomar, Portugal",914 530 697,4.3,15,nao,
LAVAQUI,Limpeza,Gondomar,"Av. Gen. Humberto Delgado 635, 4420-155 Gondomar, Portugal",932 000 300,4.1,22,nao,
Gota Na Roupa Lavandaria Self Service,Limpeza,Gondomar,"Av. Dom João I 322, 4435-208 Rio Tinto, Portugal",936 245 370,4.2,74,nao,
Colmeias (Abelhas),Limpeza,Valongo,"6FCM+3P, 4440 Valongo, Portugal",,4,2,nao,
Lavandaria Pires,Limpeza,Valongo,"R. da Passagem 76, 4440-558 Valongo, Portugal",22 422 3374,5,6,nao,
Lavandaria Transmontano,Limpeza,Valongo,"Tv. Maria Luisa Almeida Matos 90, 4440 Valongo, Portugal",913 609 149,5,18,nao,
JMS - Jardinagem E Manutenção Silva,Limpeza,Valongo,"Rotunda Primeiro de Maio 30, 4440-519 Valongo, Portugal",961 673 429,4.7,23,nao,
Lavalongo Lavandaria Self Service Lda,Limpeza,Valongo,"R. Rainha Santa Isabel, 4440-569 Valongo, Portugal",932 521 856,4.2,28,nao,
Lavandaria Da Rotunda,Limpeza,Valongo,"Rotunda Primeiro de Maio 14, 4440-519 Valongo, Portugal",934 489 004,4.5,83,nao,
Wash&Dry,Limpeza,Valongo,"R. Vasco da Gama 230, 4440-705 Valongo, Portugal",914 714 107,4.5,94,nao,
LPS - Lavandaria,Limpeza,Valongo,"R. Rainha Santa Isabel 119, 4440-569 Valongo, Portugal",914 846 666,5,109,nao,
Aqui Limpa Serviços de Limpeza,Limpeza,Porto,"R. do Duque de Saldanha 186, 4300-461 Porto, Portugal",913 158 396,,0,nao,
Perri Machado Sociedade Unipessoal Lda,Limpeza,Porto,"R. São Roque da Lameira 160, 4350-298 Porto, Portugal",911 096 622,,0,nao,
Clean Shine- Limpeza que brilha,Limpeza,Porto,"R. António de Sousa e Silva 109, 4200-156 Porto, Portugal",916 284 045,5,1,nao,
Cunha Coutinho,Limpeza,Porto,"Av. da França 256, 4050-276 Porto, Portugal",22 830 5016,1,1,nao,
Chão Brilhante,Limpeza,Porto,"R. de 5 de Outubro 369, 4100-175 Porto, Portugal",910 244 437,5,2,nao,
Limpatex-limpeza De Roupa Lda.,Limpeza,Porto,"Largo da Ramada Alta 107, 4050-491 Porto, Portugal",22 830 3924,5,2,nao,
Espinho Brilha unipessoal Lda.,Limpeza,Espinho,"Bairro Piscatório 122, 4500-212 Espinho, Portugal",938 600 840,,0,nao,
FranClean.pt,Limpeza,Espinho,"R. 21 939, 4500-254 Espinho, Portugal",930 570 717,5,2,nao,
TClean,Limpeza,Espinho,"Praceta Manuel Faria, 4500-299 Espinho, Portugal",935 318 506,4.5,4,nao,
Daiana - Limpezas Domésticas,Limpeza,Espinho,"Av. Joaquim Oliveira e Silva, 2º Centro Poente 429, 3885-415 Esmoriz, Portugal",926 341 041,5,5,nao,
O Tanque D'Anta,Limpeza,Espinho,"Rua da Ponte de Anta 230, 4500-088 Espinho, Portugal",917 742 740,3.7,7,nao,
Aquawash Silvalde,Limpeza,Espinho,"Tv. do Figueiredo 305, 4500-630 Espinho, Portugal",914 421 862,5,9,nao,
WeWash - Lavandaria Self Service,Limpeza,Espinho,"R. 31 801, 4500-306 Espinho, Portugal",927 313 686,3.8,31,nao,
LAVANDARIA SELF SERVICE SPEED QUEEN,Limpeza,Espinho,"R. 21 194, 4500-217 Espinho, Portugal",914 714 107,4.8,52,nao,
Lavandaria Self Service Espinho,Limpeza,Espinho,"R. 33 1081, 4500-192 Espinho, Portugal",911 806 196,4.5,137,nao,
Autowash Espinho,Limpeza,Espinho,"R. dos Limites 950, 4500-069 Espinho, Portugal",968 516 328,4.3,314,nao,
Invencible For Fight,ArtesMarc,Porto,"109, 4250-186 Porto, Portugal",933 105 889,,0,nao,
Bottoms Club,ArtesMarc,Porto,"R. de Justino Teixeira 601 Pavilhão 2, 4300-280 Porto, Portugal",,,0,nao,
CAM Centro Artes Marciais,ArtesMarc,Porto,"R. do Freixo 1348, 4300-219 Porto, Portugal",966 883 484,4.7,6,nao,
Academia Lagoa Da Saudade,ArtesMarc,Porto,"R. do Duque de Saldanha 301, 4300-465 Porto, Portugal",,5,7,nao,
Jiu-Jitsu Lapelas,ArtesMarc,Porto,"R. Júlio Lourenço Pinto 45, 4150-004 Porto, Portugal",913 219 566,5,11,nao,
CKGP - Centro de Karaté Goju-Ryu do Porto,ArtesMarc,Porto,"R. do Monte dos Burgos 866, 4250-276 Porto, Portugal",22 830 0902,4.8,59,nao,
Associação P.N. Barbosa Boxing Team / Barbosa Boxing Gym - Internacional Club,ArtesMarc,Porto,"R. Dr. Aires de Gouveia Osório 139, 4100-000 Porto, Portugal",913 059 195,5,193,nao,
Dojo Flow Center,ArtesMarc,Vila Nova de Gaia,"R. Vera Cruz 33, 4400-332 Vila Nova de Gaia, Portugal",910 308 984,5,6,nao,
Academia fala de luta,ArtesMarc,Vila Nova de Gaia,"Praceta Nova do Fontão 84E, 4400-520 Vila Nova de Gaia, Portugal",919 685 874,4.9,7,nao,
Robur Portugal Jiu Jitsu,ArtesMarc,Vila Nova de Gaia,"Praceta da Fonte do Casal 37, 4430-688 Vila Nova de Gaia, Portugal",919 003 446,5,11,nao,
Robur Portugal Jiu Jitsu Devesas,ArtesMarc,Vila Nova de Gaia,"R. José Mariani 188, 4400-196 Vila Nova de Gaia, Portugal",932 193 423,5,12,nao,
Academia Taekwondo D'Ouro,ArtesMarc,Vila Nova de Gaia,"R. do Escultor Alves de Sousa 178, 4430-294 Vila Nova de Gaia, Portugal",914 207 590,4.9,19,nao,
Taebox,ArtesMarc,Vila Nova de Gaia,"R. Colégio do Sardão 478 1º, 4430-361 Vila Nova de Gaia, Portugal",918 914 965,4.9,21,nao,
Academia Fernando Costa -KravMaga,ArtesMarc,Vila Nova de Gaia,"R. da Rasa nº142, 4430-999 Vila Nova de Gaia, Portugal",929 181 583,4.9,31,nao,
Kempower Team,ArtesMarc,Vila Nova de Gaia,"R. Padre José Leite de Pinho 10, 4430-477 Oliveira do Douro, Portugal",913 396 216,4.9,42,nao,
